CATEGORY,CALL GROUPS,final_case_type,CASE DESC,occ_date,x_coordinate,y_coordinate,census_tract
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/7/2016,7649160,684128,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/7/2016,7651079,670099,200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/7/2016,7659007,677254,801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/7/2016,7666398,666439,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/7/2016,7668543,684813,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/7/2016,7678609,695406,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/7/2016,7680502,674209,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/7/2016,7685197,674261,9102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/7/2016,7685510,675756,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/7/2016,7688882,676584,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7639584,684116,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7640311,706982,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7643255,683077,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7644357,686128,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7650265,686095,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7657693,679937,1301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7663013,683977,1801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7665247,695926,7600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7667317,664300,8600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7669618,670662,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7670524,674150,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7679152,689308,8002
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7679890,673556,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7681394,666850,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7683098,666471,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7683926,687596,9400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7684861,681200,9202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7686917,683247,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7689966,682454,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7639269,708104,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7643894,687799,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7644276,684383,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7647089,682044,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7647102,693889,3402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7648289,696467,3401
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7669545,688907,2903
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7670282,695022,7700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7671717,668797,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7675367,680198,8201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7676977,696059,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7677454,693731,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7690024,681395,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7647739,680284,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7648594,686653,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7656314,693178,3100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7664941,698582,7400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7666293,667832,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7667317,664300,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7669078,687352,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7669946,677835,1602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7673516,686414,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7678605,677970,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7683323,677534,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/8/2016,7685510,675756,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7635561,661232,6502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7637372,660929,6200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7639216,684465,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7645296,684018,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7648187,686818,2303
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7649170,703566,3601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7649553,702650,3601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7656125,688799,2502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7659171,696612,7500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7663999,662302,8800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7666883,675744,701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7672113,682379,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7675263,696305,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7678789,689765,8002
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7679342,668726,8500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7680085,683973,9302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7682404,694917,9502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7683329,665962,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7685502,682949,9202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7686641,672820,9102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7634844,709808,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7635837,668117,6702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7645458,701356,3702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7648361,683043,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7648986,684149,2100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7650167,675683,1000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7652752,689883,2501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7658578,677648,1400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7663798,664170,8700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7671169,697264,7700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/9/2016,7693290,671721,9803
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7628620,708224,4102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7636597,667091,6602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7636989,692809,4300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7638996,705895,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7639152,686213,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7643433,683706,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7643670,677166,5700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7644931,683317,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7647348,690566,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7649457,679566,1102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7655447,692893,2501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7658960,693125,3000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7665805,698204,7400
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7668981,682613,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7669445,686065,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7669632,696674,7600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7671793,672273,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7672148,684684,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/10/2016,7688203,682616,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7640487,704208,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7641790,683116,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7641869,719691,7201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7645054,685292,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7647270,687238,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7649119,694501,3302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7650035,687230,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7652200,681691,1201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7671642,670888,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7674620,683395,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7679799,679183,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7682009,681888,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7684995,682369,9202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/11/2016,7693498,677276,9702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7639269,708104,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7641460,681283,5500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7641689,678993,5800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7642438,703670,3802
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7643158,686389,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7645072,697401,3501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7645380,674436,5900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7653922,685664,2000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7667054,674360,701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7668174,668660,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7671959,670521,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7671959,670521,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7672627,679399,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7674638,696121,7800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7676574,668793,8500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7677244,700125,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/12/2016,7690177,680923,9701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7640405,684344,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7640449,688832,5000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7643553,683797,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7644547,684875,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7645357,704912,3801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7649018,682137,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7652363,684220,2000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7655733,683835,2000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7657018,677386,1302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7669169,689839,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7669395,677795,1602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7678002,687457,8002
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7686638,673059,9102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/13/2016,7692539,671910,9102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7634720,707158,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7640656,684270,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7642248,683975,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7644395,715798,7201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7645133,683631,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7646416,680414,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7655098,674273,902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7659854,673679,802
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7665864,687325,1701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7669493,689856,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7673315,702491,7300
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/14/2016,7689773,682773,9301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7643780,679421,5700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7643891,684374,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7644011,685206,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7644343,684308,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7647137,691703,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7648559,681545,1101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7654667,671028,301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7669628,693053,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7670108,670914,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7670739,666333,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7670994,678229,1602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7671879,685951,1702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7672675,671004,601
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7674781,684774,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7675158,687389,8001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7677766,695142,7900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7683098,666471,8901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/15/2016,7683323,674658,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7635110,708609,4001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7638656,684955,4700
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7640988,683729,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7642876,682653,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7643188,680794,5600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7644370,708679,7202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7645450,684069,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7647137,691703,2203
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7651797,699910,3602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7654494,679943,1202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7660969,674634,801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7663654,686849,2802
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7664825,696391,7600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7668685,668336,502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7680035,674458,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7683085,678608,9201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7684199,680347,9202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/16/2016,7686277,672473,9102
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7622195,712151,4101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7639668,684668,4800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7640656,684270,5200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7643277,683262,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7644276,682656,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7644351,683074,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7646563,698001,3401
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7651282,666659,200
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7651653,688998,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7658926,687820,2702
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7666168,674698,701
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7671512,664890,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7671884,674319,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7676942,676976,8201
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7680112,673918,9000
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7685904,678365,9202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7686609,674092,9101
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/17/2016,7689742,692845,9501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7639287,665482,6602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7641887,703058,3802
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7643858,683110,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7643862,674320,5900
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7649115,694401,3302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7650338,688519,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7650579,687362,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7655063,687702,2502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7656192,688908,2502
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7671479,663670,8902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7671769,674221,8301
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7675954,680485,8202
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7678638,668911,8500
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7679701,684067,8100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7689087,692914,9501
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/18/2016,7690149,684686,
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7640487,704208,3901
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7642746,682974,10600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7643544,704298,3801
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7644343,684308,5100
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7650616,688586,2402
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7669535,668361,602
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7669628,693053,2902
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7669632,696674,7600
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7670128,693282,2903
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7674443,696655,7800
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7675599,687557,8001
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7675803,671450,8302
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7677615,690880,8002
STREET CRIMES,DISORDER,DISTP ,DISTURBANCE - PRIORITY                            ,9/19/2016,7679571,682579,8202
