Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34738521,11/09/2016 09:23:20 AM,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10037,4 WEST  131 STREET,WEST  131 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,11/09/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,1000855,234541,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81042107193529,-73.94001550719246,"(40.81042107193529, -73.94001550719246)"
34745021,11/09/2016 09:23:21 AM,11/10/2016 04:37:59 PM,DOF,Disability Rent Increase Exemption Unit,DRIE,Initial Application,DRIE Tenant's Address,10034,150 VERMILYEA AVENUE,VERMILYEA AVENUE,WEST 207 STREET,ISHAM STREET,,,ADDRESS,NEW YORK,,N/A,Closed,11/23/2016 09:23:21 AM,We have researched your claim.,11/10/2016 04:38:00 PM,12 MANHATTAN,MANHATTAN,1006381,255159,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.866999351312,-73.91998516378185,"(40.866999351312, -73.91998516378185)"
34744025,11/09/2016 09:23:38 AM,11/09/2016 09:28:02 AM,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,Street/Sidewalk,10025,W 110TH ST,W 110TH ST,,,,,LATLONG,NEW YORK,,N/A,Closed,11/09/2016 10:23:38 AM,The mobile outreach response team went to the location provided but could not find the individual that you reported.,11/09/2016 09:28:02 AM,09 MANHATTAN,MANHATTAN,993475,232257,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80416291180465,-73.96667841674002,"(40.80416291180465, -73.96667841674002)"
34743431,11/09/2016 09:23:48 AM,11/10/2016 08:19:37 AM,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10019,WEST 53 STREET,WEST 53 STREET,5 AVENUE,6 AVENUE,,,BLOCKFACE,NEW YORK,,N/A,Closed,,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,11/10/2016 08:19:37 AM,05 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
34742338,11/09/2016 09:24:00 AM,11/11/2016 12:00:00 PM,DSNY,Manhattan 04,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10018,,,,,WEST 39 STREET,10 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,11/11/2016 12:00:00 PM,04 MANHATTAN,MANHATTAN,985122,215339,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75773225761817,-73.99685244814869,"(40.75773225761817, -73.99685244814869)"
34744026,11/09/2016 09:25:43 AM,11/09/2016 02:29:55 PM,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,Street/Sidewalk,10027,321 WEST 125 STREET,WEST 125 STREET,8 AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,11/09/2016 04:23:26 PM,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",11/09/2016 02:29:55 PM,10 MANHATTAN,MANHATTAN,997595,234547,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.810443066033955,-73.95179203258695,"(40.810443066033955, -73.95179203258695)"
34740778,11/09/2016 09:26:00 AM,11/11/2016 12:00:00 PM,DSNY,Manhattan 04,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10018,,,,,WEST 35 STREET,10 AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,11/11/2016 12:00:00 PM,04 MANHATTAN,MANHATTAN,984621,214435,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75525104325968,-73.99866089651414,"(40.75525104325968, -73.99866089651414)"
34744697,11/09/2016 09:29:39 AM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10035,309 EAST  118 STREET,EAST  118 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,11/09/2016 12:00:00 AM,11 MANHATTAN,MANHATTAN,1001879,230056,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.798108999249855,-73.93632815101411,"(40.798108999249855, -73.93632815101411)"
34741108,11/09/2016 09:29:40 AM,11/13/2016 04:07:45 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,127 WEST  126 STREET,WEST  126 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,11/13/2016 04:07:45 PM,10 MANHATTAN,MANHATTAN,999211,233971,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.808859517259656,-73.9459556200804,"(40.808859517259656, -73.9459556200804)"
34740411,11/09/2016 09:29:40 AM,11/13/2016 04:07:45 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,127 WEST  126 STREET,WEST  126 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,11/13/2016 04:07:45 PM,10 MANHATTAN,MANHATTAN,999211,233971,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.808859517259656,-73.9459556200804,"(40.808859517259656, -73.9459556200804)"
34742601,11/09/2016 09:30:00 AM,11/09/2016 10:50:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Post,,10038,,,,,GOLD STREET,SPRUCE STREET,INTERSECTION,NEW YORK,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,11/09/2016 10:50:00 AM,01 MANHATTAN,MANHATTAN,983071,198009,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71016563845293,-74.00425265537771,"(40.71016563845293, -74.00425265537771)"
34744243,11/09/2016 09:30:53 AM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10003,213 PARK AVENUE SOUTH,PARK AVENUE SOUTH,EAST 17 STREET,EAST 18 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,01/08/2017 09:30:53 AM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",11/10/2016 04:25:52 PM,05 MANHATTAN,MANHATTAN,987369,207755,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73691557639569,-73.98874524409148,"(40.73691557639569, -73.98874524409148)"
34738672,11/09/2016 09:31:45 AM,11/14/2016 02:12:00 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,2185 ADAM C POWELL JR BOULEVARD,ADAM C POWELL JR BOULEVARD,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,11/14/2016 02:12:00 AM,10 MANHATTAN,MANHATTAN,999096,234984,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.811640114559886,-73.94636879991056,"(40.811640114559886, -73.94636879991056)"
34743407,11/09/2016 09:32:04 AM,11/09/2016 12:44:50 PM,DOF,Payment Operations,DOF Parking - Tax Exemption,Tax Exemption,Address,10013,,,,,,,ADDRESS,NEW YORK,,N/A,Closed,11/14/2016 09:32:04 AM,See notes.,11/09/2016 12:44:50 PM,02 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
34743849,11/09/2016 09:33:44 AM,,DOT,Department of Transportation,Highway Condition,Loose Plate,Highway,10034,,,,,,,,NEW YORK,,N/A,Open,11/19/2016 09:33:44 AM,The Department of Transportation requires 10 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,12 MANHATTAN,MANHATTAN,1005028,258492,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,Henry Hudson Pkwy/Rt 9A,South/Downtown,Ramp,Bridge Toll Plaza,,,,40.87615070025128,-73.92486660950536,"(40.87615070025128, -73.92486660950536)"
34739870,11/09/2016 09:33:56 AM,11/09/2016 11:47:24 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10002,376 MADISON STREET,MADISON STREET,GOUVERNEUR STREET,JACKSON STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/09/2016 05:33:56 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/09/2016 11:47:24 AM,03 MANHATTAN,MANHATTAN,989473,199229,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71351278509386,-73.98115968227845,"(40.71351278509386, -73.98115968227845)"
34741095,11/09/2016 09:33:59 AM,11/10/2016 09:18:47 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10014,31 CORNELIA STREET,CORNELIA STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,11/10/2016 09:18:47 PM,02 MANHATTAN,MANHATTAN,983580,205721,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73133327170276,-74.0024174590359,"(40.73133327170276, -74.0024174590359)"
34742460,11/09/2016 09:35:00 AM,,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10075,1534 2 AVENUE,2 AVENUE,E 79 ST,E 80 ST,,,ADDRESS,NEW YORK,,N/A,Open,,,,08 MANHATTAN,MANHATTAN,996807,221219,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.773862460763894,-73.9546635506856,"(40.773862460763894, -73.9546635506856)"
34741144,11/09/2016 09:35:07 AM,11/10/2016 07:03:09 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",11/10/2016 07:03:09 PM,12 MANHATTAN,MANHATTAN,1006040,255774,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.868688186686455,-73.92121605195722,"(40.868688186686455, -73.92121605195722)"
34742403,11/09/2016 09:36:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10011,242 WEST   22 STREET,WEST   22 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,N/A,Open,,,,04 MANHATTAN,MANHATTAN,984967,210322,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.743961874151,-73.99741246763779,"(40.743961874151, -73.99741246763779)"
34744980,11/09/2016 09:37:26 AM,11/17/2016 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10036,332 WEST   44 STREET,WEST   44 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,11/17/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987042,215793,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75897797372213,-73.98992187025215,"(40.75897797372213, -73.98992187025215)"
34741164,11/09/2016 09:38:51 AM,,DOHMH,Department of Health and Mental Hygiene,Non-Residential Heat,Inadequate or No Heat,Building (Non-Residential),10038,90 MAIDEN LANE,MAIDEN LANE,GOLD STREET,PEARL STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,12/16/2016 09:38:51 AM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",11/09/2016 03:03:18 PM,01 MANHATTAN,MANHATTAN,982265,196852,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7069898032393,-74.00715955789771,"(40.7069898032393, -74.00715955789771)"
34743564,11/09/2016 09:38:54 AM,11/20/2016 11:51:44 AM,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,11/20/2016 11:51:44 AM,12 MANHATTAN,MANHATTAN,1006040,255774,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.868688186686455,-73.92121605195722,"(40.868688186686455, -73.92121605195722)"
34740858,11/09/2016 09:39:56 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10036,538 WEST 48 STREET,WEST 48 STREET,AMTRAK RAILROAD,11 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,12/25/2016 09:58:29 AM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,11/17/2016 09:15:15 AM,04 MANHATTAN,MANHATTAN,985837,217652,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.76408074950862,-73.99427105398955,"(40.76408074950862, -73.99427105398955)"
34741766,11/09/2016 09:43:07 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10006,85 WEST STREET,WEST STREET,CARLISLE STREET,ALBANY STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,12/25/2016 09:58:29 AM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,11/17/2016 12:01:36 PM,01 MANHATTAN,MANHATTAN,980126,197820,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,JFK Airport,,,,,,,,40.70964599574448,-74.01487516042008,"(40.70964599574448, -74.01487516042008)"
34741559,11/09/2016 09:45:02 AM,11/09/2016 02:14:31 PM,NYPD,New York City Police Department,Vending,In Prohibited Area,Street/Sidewalk,10018,1372 BROADWAY,BROADWAY,WEST 37 STREET,WEST 38 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/09/2016 05:45:02 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,11/09/2016 02:14:31 PM,05 MANHATTAN,MANHATTAN,987726,213349,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75226957345533,-73.98745413638214,"(40.75226957345533, -73.98745413638214)"
34740771,11/09/2016 09:45:21 AM,11/09/2016 10:44:45 AM,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,Street/Sidewalk,10019,1627 BROADWAY,BROADWAY,WEST 49 STREET,WEST 50 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,11/09/2016 12:42:19 PM,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",11/09/2016 10:44:45 AM,05 MANHATTAN,MANHATTAN,988636,216632,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.761280166555196,-73.98416754833221,"(40.761280166555196, -73.98416754833221)"
34741745,11/09/2016 09:46:00 AM,11/09/2016 09:46:00 AM,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,10009,429 EAST    6 STREET,EAST    6 STREET,1 AVE,AVENUE A,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,11/09/2016 09:46:00 AM,03 MANHATTAN,MANHATTAN,988300,203808,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72608165195299,-73.98538815284968,"(40.72608165195299, -73.98538815284968)"
34742318,11/09/2016 09:46:27 AM,11/09/2016 09:54:12 AM,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,Other,10065,1155 1 AVENUE,1 AVENUE,EAST 63 STREET,EAST 64 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,11/09/2016 10:46:27 AM,The mobile outreach response team went to the location provided but could not find the individual that you reported.,11/09/2016 09:54:12 AM,08 MANHATTAN,MANHATTAN,995315,216984,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.762240479804824,-73.96005731676618,"(40.762240479804824, -73.96005731676618)"
34742265,11/09/2016 09:47:26 AM,11/09/2016 10:40:20 AM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10036,,,,,WEST   43 STREET,6 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/09/2016 05:47:26 PM,The Police Department responded to the complaint and took action to fix the condition.,11/09/2016 10:40:20 AM,05 MANHATTAN,MANHATTAN,988787,214532,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75551612733907,-73.98362389022031,"(40.75551612733907, -73.98362389022031)"
34742724,11/09/2016 09:48:00 AM,11/10/2016 12:00:00 PM,DSNY,A - Manhattan,Dirty Conditions,E1A Litter Basket / Improper Use,Sidewalk,10011,467 6 AVENUE,6 AVENUE,WEST 11 STREET,WEST 12 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,11/10/2016 12:00:00 PM,02 MANHATTAN,MANHATTAN,984754,207252,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.735535501228064,-73.9981813788149,"(40.735535501228064, -73.9981813788149)"
34742198,11/09/2016 09:48:55 AM,11/09/2016 09:48:55 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10004,2 WASHINGTON STREET,WASHINGTON STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,11/09/2016 12:00:00 AM,01 MANHATTAN,MANHATTAN,979929,196177,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70513625503866,-74.01558467990849,"(40.70513625503866, -74.01558467990849)"
34743192,11/09/2016 09:51:16 AM,11/09/2016 11:58:31 AM,NYPD,New York City Police Department,Vending,Unlicensed,Store/Commercial,10010,743 6 AVENUE,6 AVENUE,WEST 24 STREET,WEST 25 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/09/2016 05:51:16 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/09/2016 11:58:31 AM,04 MANHATTAN,MANHATTAN,986454,210321,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74395888382174,-73.99204613517801,"(40.74395888382174, -73.99204613517801)"
34741115,11/09/2016 09:52:32 AM,11/13/2016 02:09:21 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039,2895 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",11/13/2016 02:09:21 AM,10 MANHATTAN,MANHATTAN,1001403,241016,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82819207196538,-73.93801934285433,"(40.82819207196538, -73.93801934285433)"
34742487,11/09/2016 09:52:57 AM,11/09/2016 10:55:47 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10039,2600 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,WEST 150 STREET,WEST 151 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,11/09/2016 05:52:57 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/09/2016 10:55:47 AM,10 MANHATTAN,MANHATTAN,1001762,239820,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82490868908109,-73.9367252542273,"(40.82490868908109, -73.9367252542273)"
34742488,11/09/2016 09:53:35 AM,11/16/2016 03:44:51 PM,DOF,Condo or CoOp Unit,DOF Property - Reduction Issue,Condo or Co-op Abatement,Co-Op Unit,10001,,,,,,,ADDRESS,NEW YORK,,N/A,Closed,11/16/2016 09:53:35 AM,See notes.,11/16/2016 03:44:51 PM,04 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
34743307,11/09/2016 09:55:00 AM,11/14/2016 11:59:00 AM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10029,325 EAST  104 STREET,EAST  104 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection scheduled an inspection.,11/14/2016 11:59:00 AM,11 MANHATTAN,MANHATTAN,1000137,226735,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.78899705745022,-73.94262770405562,"(40.78899705745022, -73.94262770405562)"
34743622,11/09/2016 09:55:23 AM,11/14/2016 07:29:55 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,583 WEST  215 STREET,WEST  215 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,11/14/2016 07:29:55 AM,12 MANHATTAN,MANHATTAN,1006657,256927,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.871851273179466,-73.91898137162245,"(40.871851273179466, -73.91898137162245)"
34742503,11/09/2016 09:57:00 AM,11/09/2016 09:57:00 AM,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,10009,532 EAST   11 STREET,EAST   11 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,11/09/2016 09:57:00 AM,03 MANHATTAN,MANHATTAN,989539,204532,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72806820156238,-73.98091744107593,"(40.72806820156238, -73.98091744107593)"
34739620,11/09/2016 09:58:36 AM,11/09/2016 09:58:36 AM,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,10016,62 MADISON AVENUE,MADISON AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Buildings investigated this complaint and issued an Environmental Control Board violation.,11/09/2016 12:00:00 AM,05 MANHATTAN,MANHATTAN,988105,210149,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74348622122042,-73.9860880528843,"(40.74348622122042, -73.9860880528843)"
